pair_i,low_input_pos,high_input_pos,top_zeta_mont,top_zeta_normal,asm_loop_iter,asm_lane,asm_low_load_register,asm_high_load_register,asm_temp_register,branch0_output_pos,branch0_output_register,branch0_formula,branch1_output_pos,branch1_output_register,branch1_formula,notes
347,347,731,-1033,2735,3,3,v9,v15,v21,347,v9,t=fqmul_zeta_top_a[731];r[347]=a[347]+t,731,v15,t=fqmul_zeta_top_a[731];r[731]=a[347]+a[731]-t,matches_original_ntt_s_level0_load_shape
348,348,732,-1033,2735,3,4,v9,v15,v21,348,v9,t=fqmul_zeta_top_a[732];r[348]=a[348]+t,732,v15,t=fqmul_zeta_top_a[732];r[732]=a[348]+a[732]-t,matches_original_ntt_s_level0_load_shape
349,349,733,-1033,2735,3,5,v9,v15,v21,349,v9,t=fqmul_zeta_top_a[733];r[349]=a[349]+t,733,v15,t=fqmul_zeta_top_a[733];r[733]=a[349]+a[733]-t,matches_original_ntt_s_level0_load_shape
350,350,734,-1033,2735,3,6,v9,v15,v21,350,v9,t=fqmul_zeta_top_a[734];r[350]=a[350]+t,734,v15,t=fqmul_zeta_top_a[734];r[734]=a[350]+a[734]-t,matches_original_ntt_s_level0_load_shape
351,351,735,-1033,2735,3,7,v9,v15,v21,351,v9,t=fqmul_zeta_top_a[735];r[351]=a[351]+t,735,v15,t=fqmul_zeta_top_a[735];r[735]=a[351]+a[735]-t,matches_original_ntt_s_level0_load_shape
352,352,736,-1033,2735,4,0,v9,v15,v21,352,v9,t=fqmul_zeta_top_a[736];r[352]=a[352]+t,736,v15,t=fqmul_zeta_top_a[736];r[736]=a[352]+a[736]-t,matches_original_ntt_s_level0_load_shape
353,353,737,-1033,2735,4,1,v9,v15,v21,353,v9,t=fqmul_zeta_top_a[737];r[353]=a[353]+t,737,v15,t=fqmul_zeta_top_a[737];r[737]=a[353]+a[737]-t,matches_original_ntt_s_level0_load_shape
354,354,738,-1033,2735,4,2,v9,v15,v21,354,v9,t=fqmul_zeta_top_a[738];r[354]=a[354]+t,738,v15,t=fqmul_zeta_top_a[738];r[738]=a[354]+a[738]-t,matches_original_ntt_s_level0_load_shape
355,355,739,-1033,2735,4,3,v9,v15,v21,355,v9,t=fqmul_zeta_top_a[739];r[355]=a[355]+t,739,v15,t=fqmul_zeta_top_a[739];r[739]=a[355]+a[739]-t,matches_original_ntt_s_level0_load_shape
356,356,740,-1033,2735,4,4,v9,v15,v21,356,v9,t=fqmul_zeta_top_a[740];r[356]=a[356]+t,740,v15,t=fqmul_zeta_top_a[740];r[740]=a[356]+a[740]-t,matches_original_ntt_s_level0_load_shape
357,357,741,-1033,2735,4,5,v9,v15,v21,357,v9,t=fqmul_zeta_top_a[741];r[357]=a[357]+t,741,v15,t=fqmul_zeta_top_a[741];r[741]=a[357]+a[741]-t,matches_original_ntt_s_level0_load_shape
358,358,742,-1033,2735,4,6,v9,v15,v21,358,v9,t=fqmul_zeta_top_a[742];r[358]=a[358]+t,742,v15,t=fqmul_zeta_top_a[742];r[742]=a[358]+a[742]-t,matches_original_ntt_s_level0_load_shape
359,359,743,-1033,2735,4,7,v9,v15,v21,359,v9,t=fqmul_zeta_top_a[743];r[359]=a[359]+t,743,v15,t=fqmul_zeta_top_a[743];r[743]=a[359]+a[743]-t,matches_original_ntt_s_level0_load_shape
360,360,744,-1033,2735,5,0,v9,v15,v21,360,v9,t=fqmul_zeta_top_a[744];r[360]=a[360]+t,744,v15,t=fqmul_zeta_top_a[744];r[744]=a[360]+a[744]-t,matches_original_ntt_s_level0_load_shape
361,361,745,-1033,2735,5,1,v9,v15,v21,361,v9,t=fqmul_zeta_top_a[745];r[361]=a[361]+t,745,v15,t=fqmul_zeta_top_a[745];r[745]=a[361]+a[745]-t,matches_original_ntt_s_level0_load_shape
362,362,746,-1033,2735,5,2,v9,v15,v21,362,v9,t=fqmul_zeta_top_a[746];r[362]=a[362]+t,746,v15,t=fqmul_zeta_top_a[746];r[746]=a[362]+a[746]-t,matches_original_ntt_s_level0_load_shape
363,363,747,-1033,2735,5,3,v9,v15,v21,363,v9,t=fqmul_zeta_top_a[747];r[363]=a[363]+t,747,v15,t=fqmul_zeta_top_a[747];r[747]=a[363]+a[747]-t,matches_original_ntt_s_level0_load_shape
364,364,748,-1033,2735,5,4,v9,v15,v21,364,v9,t=fqmul_zeta_top_a[748];r[364]=a[364]+t,748,v15,t=fqmul_zeta_top_a[748];r[748]=a[364]+a[748]-t,matches_original_ntt_s_level0_load_shape
365,365,749,-1033,2735,5,5,v9,v15,v21,365,v9,t=fqmul_zeta_top_a[749];r[365]=a[365]+t,749,v15,t=fqmul_zeta_top_a[749];r[749]=a[365]+a[749]-t,matches_original_ntt_s_level0_load_shape
366,366,750,-1033,2735,5,6,v9,v15,v21,366,v9,t=fqmul_zeta_top_a[750];r[366]=a[366]+t,750,v15,t=fqmul_zeta_top_a[750];r[750]=a[366]+a[750]-t,matches_original_ntt_s_level0_load_shape
367,367,751,-1033,2735,5,7,v9,v15,v21,367,v9,t=fqmul_zeta_top_a[751];r[367]=a[367]+t,751,v15,t=fqmul_zeta_top_a[751];r[751]=a[367]+a[751]-t,matches_original_ntt_s_level0_load_shape
368,368,752,-1033,2735,6,0,v9,v15,v21,368,v9,t=fqmul_zeta_top_a[752];r[368]=a[368]+t,752,v15,t=fqmul_zeta_top_a[752];r[752]=a[368]+a[752]-t,matches_original_ntt_s_level0_load_shape
369,369,753,-1033,2735,6,1,v9,v15,v21,369,v9,t=fqmul_zeta_top_a[753];r[369]=a[369]+t,753,v15,t=fqmul_zeta_top_a[753];r[753]=a[369]+a[753]-t,matches_original_ntt_s_level0_load_shape
370,370,754,-1033,2735,6,2,v9,v15,v21,370,v9,t=fqmul_zeta_top_a[754];r[370]=a[370]+t,754,v15,t=fqmul_zeta_top_a[754];r[754]=a[370]+a[754]-t,matches_original_ntt_s_level0_load_shape
371,371,755,-1033,2735,6,3,v9,v15,v21,371,v9,t=fqmul_zeta_top_a[755];r[371]=a[371]+t,755,v15,t=fqmul_zeta_top_a[755];r[755]=a[371]+a[755]-t,matches_original_ntt_s_level0_load_shape
372,372,756,-1033,2735,6,4,v9,v15,v21,372,v9,t=fqmul_zeta_top_a[756];r[372]=a[372]+t,756,v15,t=fqmul_zeta_top_a[756];r[756]=a[372]+a[756]-t,matches_original_ntt_s_level0_load_shape
373,373,757,-1033,2735,6,5,v9,v15,v21,373,v9,t=fqmul_zeta_top_a[757];r[373]=a[373]+t,757,v15,t=fqmul_zeta_top_a[757];r[757]=a[373]+a[757]-t,matches_original_ntt_s_level0_load_shape
374,374,758,-1033,2735,6,6,v9,v15,v21,374,v9,t=fqmul_zeta_top_a[758];r[374]=a[374]+t,758,v15,t=fqmul_zeta_top_a[758];r[758]=a[374]+a[758]-t,matches_original_ntt_s_level0_load_shape
375,375,759,-1033,2735,6,7,v9,v15,v21,375,v9,t=fqmul_zeta_top_a[759];r[375]=a[375]+t,759,v15,t=fqmul_zeta_top_a[759];r[759]=a[375]+a[759]-t,matches_original_ntt_s_level0_load_shape
376,376,760,-1033,2735,7,0,v9,v15,v21,376,v9,t=fqmul_zeta_top_a[760];r[376]=a[376]+t,760,v15,t=fqmul_zeta_top_a[760];r[760]=a[376]+a[760]-t,matches_original_ntt_s_level0_load_shape
377,377,761,-1033,2735,7,1,v9,v15,v21,377,v9,t=fqmul_zeta_top_a[761];r[377]=a[377]+t,761,v15,t=fqmul_zeta_top_a[761];r[761]=a[377]+a[761]-t,matches_original_ntt_s_level0_load_shape
378,378,762,-1033,2735,7,2,v9,v15,v21,378,v9,t=fqmul_zeta_top_a[762];r[378]=a[378]+t,762,v15,t=fqmul_zeta_top_a[762];r[762]=a[378]+a[762]-t,matches_original_ntt_s_level0_load_shape
379,379,763,-1033,2735,7,3,v9,v15,v21,379,v9,t=fqmul_zeta_top_a[763];r[379]=a[379]+t,763,v15,t=fqmul_zeta_top_a[763];r[763]=a[379]+a[763]-t,matches_original_ntt_s_level0_load_shape
380,380,764,-1033,2735,7,4,v9,v15,v21,380,v9,t=fqmul_zeta_top_a[764];r[380]=a[380]+t,764,v15,t=fqmul_zeta_top_a[764];r[764]=a[380]+a[764]-t,matches_original_ntt_s_level0_load_shape
381,381,765,-1033,2735,7,5,v9,v15,v21,381,v9,t=fqmul_zeta_top_a[765];r[381]=a[381]+t,765,v15,t=fqmul_zeta_top_a[765];r[765]=a[381]+a[765]-t,matches_original_ntt_s_level0_load_shape
382,382,766,-1033,2735,7,6,v9,v15,v21,382,v9,t=fqmul_zeta_top_a[766];r[382]=a[382]+t,766,v15,t=fqmul_zeta_top_a[766];r[766]=a[382]+a[766]-t,matches_original_ntt_s_level0_load_shape
383,383,767,-1033,2735,7,7,v9,v15,v21,383,v9,t=fqmul_zeta_top_a[767];r[383]=a[383]+t,767,v15,t=fqmul_zeta_top_a[767];r[767]=a[383]+a[767]-t,matches_original_ntt_s_level0_load_shape
